ID,q1,q3,V0,T0,c0,N_frac,R,Beta,Kappa0,Delta_viable,Delta_total
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0,1e-07,-60.2406515782309,-0.756223334906037
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0.001,1e-07,-56.4813052786055,-1.59845318335522
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0.003,1e-07,-49.6307736472343,-2.89047561672129
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0.005,1e-07,-54.0074571784209,-4.2083266992529
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0.007,1e-07,-59.1469864942875,-5.73635221483186
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0.009,1e-07,-63.6210263481522,-7.77504744598593
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.1,0.01,1e-07,-65.6636470397791,-9.10408175689196
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0,1e-07,-75.785346650564,-1.17112123621976
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0.001,1e-07,-75.9361724995931,-2.18839836722331
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0.003,1e-07,-68.4969276850111,-3.61013542974445
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0.005,1e-07,-65.126060333141,-5.76148960605356
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0.007,1e-07,-65.5144570969899,-8.7029648402937
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0.009,1e-07,-75.1520072562454,-20.3439487867773
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.2,0.01,1e-07,-86.7908981106145,-41.8356844318854
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0,1e-07,-84.2177470579926,-1.52555698450989
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0.001,1e-07,-84.2497841175498,-2.53218550953015
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0.003,1e-07,-79.7992832704352,-3.62863758164669
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0.005,1e-07,-76.8701417876804,-5.35749941542077
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0.007,1e-07,-75.6105257738595,-7.93641957632727
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0.009,1e-07,-75.8137104129059,-11.5108920094957
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.3,0.01,1e-07,-76.5121854676139,-13.7064611933336
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0,1e-07,-89.2913995496804,-1.91919605544151
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0.001,1e-07,-88.9980310882227,-2.84578883992149
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0.003,1e-07,-85.7244761723654,-3.74015973510956
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0.005,1e-07,-83.3212967316985,-5.1272627260006
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0.007,1e-07,-82.0515959511549,-6.99304092763752
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0.009,1e-07,-81.6374978273147,-9.51974900389074
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.4,0.01,1e-07,-81.7414287155542,-11.104045374888
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0,1e-07,-91.8346060251876,-2.3209042592276
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0.001,1e-07,-91.8074158698846,-3.15326445180005
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0.003,1e-07,-89.6677105272892,-3.76590455573742
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0.005,1e-07,-87.5698613141669,-4.7660749653338
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0.007,1e-07,-86.2927181600191,-6.21382646289129
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0.009,1e-07,-85.9117006726418,-8.16162064138521
1,0.226731679055356,6.71154148520028,0.005,0.995,0.0997613625764066,5,0.5,0.01,1e-07,-85.9642237724533,-9.29956702650679
2,0.57314559339555,1.77483948328884,0.005,0.995,0.0419970529021694,5,0.1,0,1e-07,-39.0219510438537,-3.04577055274557
2,0.57314559339555,1.77483948328884,0.005,0.995,0.0419970529021694,5,0.1,0.001,1e-07,-42.9909980632685,-6.40415813274601
2,0.57314559339555,1.77483948328884,0.005,0.995,0.0419970529021694,5,0.1,0.003,1e-07,-48.909049923144,-13.7809115908028
2,0.57314559339555,1.77483948328884,0.005,0.995,0.0419970529021694,5,0.1,0.005,1e-07,-60.457986336521,-24.5091280260032
2,0.57314559339555,1.77483948328884,0.005,0.995,0.0419970529021694,5,0.1,0.007,1e-07,-73.9345109880888,-41.7298775346379
