ID,q1,q3,V0,T0,c0,N_frac,R,Delta_viable,Delta_total
1,0.575066384516904,6.49160417719191,0.00275,0.641807680973032,0.00737766547467598,5,0.1,14.6207306175119,53.5569350254443
1,0.575066384516904,6.49160417719191,0.00275,0.641807680973032,0.00737766547467598,5,0.2,-4.73004908468256,52.5562413775358
1,0.575066384516904,6.49160417719191,0.00275,0.641807680973032,0.00737766547467598,5,0.3,-13.5167004810493,52.0407012813038
1,0.575066384516904,6.49160417719191,0.00275,0.641807680973032,0.00737766547467598,5,0.4,-19.0182223958638,51.6282684793215
1,0.575066384516904,6.49160417719191,0.00275,0.641807680973032,0.00737766547467598,5,0.5,-18.479288589559,51.6270449819885
2,0.986042397279805,9.8877741693265,0.00275,0.293060386995214,0.0058678916499017,5,0.1,1.73620272457331,12.9779541553644
2,0.986042397279805,9.8877741693265,0.00275,0.293060386995214,0.0058678916499017,5,0.2,3.63199818803386,25.9525517497184
2,0.986042397279805,9.8877741693265,0.00275,0.293060386995214,0.0058678916499017,5,0.3,5.21368816070433,35.748096588578
2,0.986042397279805,9.8877741693265,0.00275,0.293060386995214,0.0058678916499017,5,0.4,5.69818905126878,42.9358126170807
2,0.986042397279805,9.8877741693265,0.00275,0.293060386995214,0.0058678916499017,5,0.5,6.10937006633929,46.5179710099477
3,0.0101549783075906,8.73460476097133,0.00275,0.432470004791257,0.00639067474700556,5,0.1,-70.4048543692535,127.98834254988
3,0.0101549783075906,8.73460476097133,0.00275,0.432470004791257,0.00639067474700556,5,0.2,-82.2463920697242,126.595305472656
3,0.0101549783075906,8.73460476097133,0.00275,0.432470004791257,0.00639067474700556,5,0.3,-83.496196253481,125.554775165744
3,0.0101549783075906,8.73460476097133,0.00275,0.432470004791257,0.00639067474700556,5,0.4,-88.5902007806244,124.150228950147
3,0.0101549783075906,8.73460476097133,0.00275,0.432470004791257,0.00639067474700556,5,0.5,-86.5176176454221,123.462333979082
4,0.419661772789693,9.91933804114957,0.00275,0.32158908617432,0.00596779450871664,5,0.1,3.79453437465147,15.6948335947843
4,0.419661772789693,9.91933804114957,0.00275,0.32158908617432,0.00596779450871664,5,0.2,8.90523423338594,33.6883120485018
4,0.419661772789693,9.91933804114957,0.00275,0.32158908617432,0.00596779450871664,5,0.3,14.1781462684938,49.3803301178458
4,0.419661772789693,9.91933804114957,0.00275,0.32158908617432,0.00596779450871664,5,0.4,18.7429909119218,63.0118200665791
4,0.419661772789693,9.91933804114957,0.00275,0.32158908617432,0.00596779450871664,5,0.5,22.011909016998,70.9210902667177
5,0.208854783909372,9.00246491487506,0.00275,0.385181196690798,0.00620320918032303,5,0.1,8.97976486815022,22.3227079636139
5,0.208854783909372,9.00246491487506,0.00275,0.385181196690798,0.00620320918032303,5,0.2,30.2776860405474,155.862493144997
5,0.208854783909372,9.00246491487506,0.00275,0.385181196690798,0.00620320918032303,5,0.3,1.30521521968885,155.210058889966
5,0.208854783909372,9.00246491487506,0.00275,0.385181196690798,0.00620320918032303,5,0.4,-10.4135249992132,154.754919397933
5,0.208854783909372,9.00246491487506,0.00275,0.385181196690798,0.00620320918032303,5,0.5,13.2965518181361,155.505392442728
6,0.135119143136319,9.59991244878908,0.00275,0.356790000610249,0.00609585116596564,5,0.1,6.88885929758007,19.6584627227619
6,0.135119143136319,9.59991244878908,0.00275,0.356790000610249,0.00609585116596564,5,0.2,23.1784529558371,52.7008410373269
6,0.135119143136319,9.59991244878908,0.00275,0.356790000610249,0.00609585116596564,5,0.3,30.4899577759816,176.610181358803
6,0.135119143136319,9.59991244878908,0.00275,0.356790000610249,0.00609585116596564,5,0.4,19.4450768872152,176.302266502933
6,0.135119143136319,9.59991244878908,0.00275,0.356790000610249,0.00609585116596564,5,0.5,-4.69895219055549,175.952133341596
7,0.262383286818642,8.86835868402377,0.00275,0.388217255363576,0.00621491391852289,5,0.1,8.74946634372515,22.0615810028111
7,0.262383286818642,8.86835868402377,0.00275,0.388217255363576,0.00621491391852289,5,0.2,46.55020888656,153.892662127577
7,0.262383286818642,8.86835868402377,0.00275,0.388217255363576,0.00621491391852289,5,0.3,18.0982852121127,153.20518530494
7,0.262383286818642,8.86835868402377,0.00275,0.388217255363576,0.00621491391852289,5,0.4,9.38938104033993,152.844512621774
7,0.262383286818642,8.86835868402377,0.00275,0.388217255363576,0.00621491391852289,5,0.5,27.901665517298,153.457287773309
8,0.478236084569478,8.79604592052732,0.00275,0.371306623871732,0.00615027567799576,5,0.1,5.60943361835156,18.1805333179554
8,0.478236084569478,8.79604592052732,0.00275,0.371306623871732,0.00615027567799576,5,0.2,15.7867749576901,43.08038292231
8,0.478236084569478,8.79604592052732,0.00275,0.371306623871732,0.00615027567799576,5,0.3,43.2271905213054,83.7187374932914
8,0.478236084569478,8.79604592052732,0.00275,0.371306623871732,0.00615027567799576,5,0.4,75.5955746068677,135.22739302728
8,0.478236084569478,8.79604592052732,0.00275,0.371306623871732,0.00615027567799576,5,0.5,64.2791049430393,124.448754997359
9,0.547621419563534,7.54847745181212,0.00275,0.4531839006169,0.00647640667973689,5,0.1,17.7478775555131,33.0459119431418
9,0.547621419563534,7.54847745181212,0.00275,0.4531839006169,0.00647640667973689,5,0.2,36.9157953046572,116.373380811418
9,0.547621419563534,7.54847745181212,0.00275,0.4531839006169,0.00647640667973689,5,0.3,28.6746971261278,115.981427803902
9,0.547621419563534,7.54847745181212,0.00275,0.4531839006169,0.00647640667973689,5,0.4,25.4518723681816,115.671996648994
